Age Group,Average Closure Time in Days,Case Closed,City,Closed Cases,Sum of Closure Time (Days),Count of Crime Code,Crime Description,Crime Domain,Date Case Closed,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Day of Week,Distinct Cities,No. of Cases,Sum of Police Deployed,Sum of Report Number,Reported Within 24H,Sum of Reporting Delay (Hours),Time of Occurrence,Time Range,Sum of Victim Age,Victim Gender,Weapon Used
30–44,,No,Jaipur,,,1,EXTORTION,Other Crime,,2021,Qtr 4,November,10,2021,Qtr 4,October,10,Wednesday,1,1,1,4157,Within 24H,-723,1899-12-30 07:47:00,Morning,32,F,None
30–44,,No,Jaipur,,,1,EXTORTION,Other Crime,,2024,Qtr 1,February,21,2024,Qtr 1,February,22,Wednesday,1,1,13,15595,After 24H,45,1899-12-30 16:56:00,Afternoon,43,M,Explosives
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2020,Qtr 1,January,30,2020,Qtr 1,January,30,Thursday,1,1,4,124,Within 24H,18,1899-12-30 02:28:00,Night,36,F,Knife
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2021,Qtr 1,March,12,2021,Qtr 2,April,12,Friday,1,1,11,4711,After 24H,753,1899-12-30 16:56:00,Afternoon,37,F,None
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2021,Qtr 4,November,30,2021,Qtr 4,November,30,Tuesday,1,1,6,4670,Within 24H,23,1899-12-30 09:49:00,Morning,34,M,Blunt Object
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2022,Qtr 3,July,17,2022,Qtr 3,July,17,Sunday,1,1,11,7384,Within 24H,19,1899-12-30 08:30:00,Morning,39,F,None
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2023,Qtr 1,January,7,2023,Qtr 1,March,7,Saturday,1,1,2,12295,After 24H,1427,1899-12-30 04:31:00,Night,35,F,Firearm
30–44,,No,Jaipur,,,1,FIREARM OFFENSE,Fire Accident,,2023,Qtr 4,December,30,2023,Qtr 4,December,31,Saturday,1,1,2,14851,After 24H,41,1899-12-30 21:50:00,Night,43,M,Knife
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2020,Qtr 2,June,4,2020,Qtr 3,July,4,Thursday,1,1,6,396,After 24H,742,1899-12-30 21:28:00,Night,44,F,Knife
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2022,Qtr 2,May,26,2022,Qtr 2,May,27,Thursday,1,1,5,6691,After 24H,33,1899-12-30 03:21:00,Night,34,M,Blunt Object
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2022,Qtr 4,November,22,2022,Qtr 4,November,22,Tuesday,1,1,14,9146,Within 24H,7,1899-12-30 07:50:00,Morning,31,F,None
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2022,Qtr 4,December,8,2022,Qtr 3,August,13,Thursday,1,1,4,7751,Within 24H,-2802,1899-12-30 08:30:00,Morning,39,F,Firearm
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2023,Qtr 1,February,21,2023,Qtr 1,February,22,Tuesday,1,1,4,10465,After 24H,46,1899-12-30 18:55:00,Evening,42,M,Poison
30–44,,No,Jaipur,,,1,FRAUD,Other Crime,,2023,Qtr 4,October,1,2023,Qtr 1,January,13,Sunday,1,1,1,9889,Within 24H,-6252,1899-12-30 23:05:00,Night,33,M,Explosives
30–44,,No,Jaipur,,,1,HOMICIDE,Other Crime,,2021,Qtr 2,May,19,2021,Qtr 2,May,18,Wednesday,1,1,4,2747,Within 24H,-12,1899-12-30 08:37:00,Morning,35,F,Knife
30–44,,No,Jaipur,,,1,HOMICIDE,Other Crime,,2023,Qtr 1,March,25,2023,Qtr 1,March,26,Saturday,1,1,15,10900,After 24H,40,1899-12-30 14:13:00,Afternoon,35,M,Firearm
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2020,Qtr 1,February,21,2020,Qtr 1,February,23,Friday,1,1,12,215,After 24H,62,1899-12-30 19:40:00,Evening,30,F,Knife
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2020,Qtr 1,March,26,2020,Qtr 1,March,26,Thursday,1,1,1,349,Within 24H,16,1899-12-30 07:43:00,Morning,43,M,Knife
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2021,Qtr 2,June,16,2021,Qtr 2,June,18,Wednesday,1,1,19,3011,After 24H,66,1899-12-30 16:38:00,Afternoon,37,M,None
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2022,Qtr 4,November,15,2022,Qtr 4,November,16,Tuesday,1,1,6,9077,After 24H,39,1899-12-30 19:56:00,Evening,34,F,Poison
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2024,Qtr 4,November,4,2024,Qtr 2,April,13,Monday,1,1,5,16299,Within 24H,-4919,1899-12-30 10:29:00,Morning,41,F,Poison
30–44,,No,Jaipur,,,1,IDENTITY THEFT,Violent Crime,,2024,Qtr 4,December,7,2024,Qtr 3,July,14,Saturday,1,1,6,17566,Within 24H,-3502,1899-12-30 20:50:00,Evening,34,M,Firearm
30–44,,No,Jaipur,,,1,ILLEGAL POSSESSION,Other Crime,,2021,Qtr 3,July,30,2021,Qtr 3,July,31,Friday,1,1,14,3430,After 24H,43,1899-12-30 06:02:00,Morning,37,F,Blunt Object
30–44,,No,Jaipur,,,1,ILLEGAL POSSESSION,Other Crime,,2022,Qtr 3,August,15,2022,Qtr 3,August,16,Monday,1,1,7,7792,After 24H,31,1899-12-30 05:30:00,Morning,38,M,Poison
30–44,,No,Jaipur,,,1,ILLEGAL POSSESSION,Other Crime,,2022,Qtr 3,September,18,2022,Qtr 3,September,19,Sunday,1,1,3,8244,After 24H,31,1899-12-30 03:51:00,Night,30,F,Blunt Object
30–44,,No,Jaipur,,,1,ILLEGAL POSSESSION,Other Crime,,2023,Qtr 4,November,13,2023,Qtr 4,November,13,Monday,1,1,18,14175,Within 24H,4,1899-12-30 07:13:00,Morning,37,F,Poison
30–44,,No,Jaipur,,,1,KIDNAPPING,Other Crime,,2021,Qtr 1,February,28,2021,Qtr 1,February,28,Sunday,1,1,6,2093,Within 24H,5,1899-12-30 14:46:00,Afternoon,33,F,None
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,February,18,2021,Qtr 1,February,18,Thursday,1,1,2,1996,Within 24H,12,1899-12-30 17:40:00,Evening,43,F,None
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 4,December,11,2021,Qtr 4,November,13,Saturday,1,1,8,4492,Within 24H,-667,1899-12-30 13:21:00,Afternoon,43,M,Explosives
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2022,Qtr 1,February,14,2022,Qtr 1,February,15,Monday,1,1,11,5549,After 24H,26,1899-12-30 06:44:00,Morning,35,M,Blunt Object
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2023,Qtr 2,April,18,2023,Qtr 2,April,20,Tuesday,1,1,9,11260,After 24H,69,1899-12-30 20:30:00,Evening,32,M,Explosives
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2023,Qtr 3,July,14,2023,Qtr 3,July,14,Friday,1,1,16,12475,Within 24H,17,1899-12-30 05:43:00,Morning,37,F,None
30–44,,No,Jaipur,,,1,PUBLIC INTOXICATION,Other Crime,,2024,Qtr 1,February,22,2024,Qtr 1,February,23,Thursday,1,1,8,15607,After 24H,38,1899-12-30 08:17:00,Morning,40,F,Blunt Object
30–44,,No,Jaipur,,,1,ROBBERY,Violent Crime,,2020,Qtr 3,August,26,2020,Qtr 3,August,28,Wednesday,1,1,17,961,After 24H,57,1899-12-30 07:05:00,Morning,35,M,Knife
30–44,,No,Jaipur,,,1,ROBBERY,Violent Crime,,2021,Qtr 3,July,27,2021,Qtr 3,July,29,Tuesday,1,1,18,3399,After 24H,56,1899-12-30 21:21:00,Night,44,F,Knife
30–44,,No,Jaipur,,,1,ROBBERY,Violent Crime,,2022,Qtr 1,January,14,2022,Qtr 1,January,16,Friday,1,1,5,5195,After 24H,54,1899-12-30 06:39:00,Morning,36,F,Knife
30–44,,No,Jaipur,,,1,ROBBERY,Violent Crime,,2022,Qtr 3,September,16,2022,Qtr 3,September,17,Friday,1,1,5,8217,After 24H,28,1899-12-30 11:46:00,Morning,35,F,Firearm
30–44,,No,Jaipur,,,1,ROBBERY,Violent Crime,,2024,Qtr 1,January,1,2024,Qtr 1,January,1,Monday,1,1,3,14857,Within 24H,0,1899-12-30 06:19:00,Morning,35,F,Blunt Object
30–44,,No,Jaipur,,,1,SEXUAL ASSAULT,Violent Crime,,2021,Qtr 3,August,13,2021,Qtr 3,August,14,Friday,1,1,13,3574,After 24H,34,1899-12-30 01:51:00,Night,30,F,Blunt Object
30–44,,No,Jaipur,,,1,SEXUAL ASSAULT,Violent Crime,,2022,Qtr 4,December,18,2022,Qtr 4,December,20,Sunday,1,1,1,9542,After 24H,48,1899-12-30 14:11:00,Afternoon,44,F,Explosives
30–44,,No,Jaipur,,,1,SEXUAL ASSAULT,Violent Crime,,2024,Qtr 2,June,14,2024,Qtr 2,June,16,Friday,1,1,15,17177,After 24H,51,1899-12-30 09:55:00,Morning,35,M,Poison
30–44,,No,Jaipur,,,1,SEXUAL ASSAULT,Violent Crime,,2024,Qtr 4,November,3,2024,Qtr 1,March,13,Sunday,1,1,17,15879,Within 24H,-5635,1899-12-30 20:14:00,Evening,35,M,Knife
30–44,,No,Jaipur,,,1,SHOPLIFTING,Other Crime,,2021,Qtr 1,March,30,2021,Qtr 1,March,31,Tuesday,1,1,14,2333,After 24H,31,1899-12-30 23:30:00,Night,31,F,Poison
30–44,,No,Jaipur,,,1,SHOPLIFTING,Other Crime,,2021,Qtr 4,November,30,2021,Qtr 1,March,12,Tuesday,1,1,10,4694,Within 24H,-6305,1899-12-30 21:45:00,Night,33,F,Blunt Object
30–44,,No,Jaipur,,,1,SHOPLIFTING,Other Crime,,2022,Qtr 1,March,16,2022,Qtr 1,March,19,Wednesday,1,1,15,5915,After 24H,80,1899-12-30 16:40:00,Afternoon,34,M,Explosives
30–44,,No,Jaipur,,,1,SHOPLIFTING,Other Crime,,2023,Qtr 3,September,15,2023,Qtr 3,September,16,Friday,1,1,17,13370,After 24H,42,1899-12-30 02:13:00,Night,43,F,None
30–44,,No,Jaipur,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2021,Qtr 1,February,8,2021,Qtr 1,February,8,Monday,1,1,17,3453,Within 24H,20,1899-12-30 00:37:00,Night,39,M,Knife
30–44,,No,Jaipur,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2021,Qtr 3,September,24,2021,Qtr 3,September,26,Friday,1,1,8,4010,After 24H,51,1899-12-30 09:15:00,Morning,41,M,Knife
30–44,,No,Jaipur,,,1,VANDALISM,Other Crime,,2020,Qtr 1,March,29,2020,Qtr 1,March,29,Sunday,1,1,15,363,Within 24H,23,1899-12-30 01:39:00,Night,35,M,Knife
30–44,,No,Jaipur,,,1,VANDALISM,Other Crime,,2023,Qtr 1,February,15,2023,Qtr 1,February,16,Wednesday,1,1,16,10364,After 24H,31,1899-12-30 15:13:00,Afternoon,44,M,None
30–44,,No,Jaipur,,,1,VANDALISM,Other Crime,,2023,Qtr 1,March,31,2023,Qtr 1,February,4,Friday,1,1,9,10997,Within 24H,-1318,1899-12-30 16:34:00,Afternoon,37,F,Other
30–44,,No,Jaipur,,,1,VANDALISM,Other Crime,,2024,Qtr 2,May,25,2024,Qtr 2,May,26,Saturday,1,1,3,16898,After 24H,46,1899-12-30 22:14:00,Night,42,F,Blunt Object
30–44,,No,Jaipur,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 1,January,2,2023,Qtr 1,February,2,Monday,1,1,15,10164,After 24H,755,1899-12-30 15:05:00,Afternoon,34,M,Poison
30–44,,No,Jaipur,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 3,August,24,2023,Qtr 3,August,25,Thursday,1,1,3,13061,After 24H,42,1899-12-30 02:59:00,Night,37,F,Explosives
30–44,,No,Kalyan,,,1,ASSAULT,Violent Crime,,2022,Qtr 2,June,8,2022,Qtr 3,August,8,Wednesday,1,1,7,7690,After 24H,1484,1899-12-30 16:39:00,Afternoon,42,M,Firearm
30–44,,No,Kalyan,,,1,ASSAULT,Violent Crime,,2022,Qtr 3,September,13,2022,Qtr 3,September,14,Tuesday,1,1,3,8182,After 24H,32,1899-12-30 13:47:00,Afternoon,40,M,None
30–44,,No,Kalyan,,,1,BURGLARY,Other Crime,,2021,Qtr 2,May,26,2021,Qtr 2,May,26,Wednesday,1,1,18,2804,Within 24H,4,1899-12-30 04:01:00,Night,42,F,None
30–44,,No,Kalyan,,,1,DRUG OFFENSE,Other Crime,,2020,Qtr 3,July,30,2020,Qtr 3,July,30,Thursday,1,1,17,867,Within 24H,12,1899-12-30 07:32:00,Morning,35,F,Knife
30–44,,No,Kalyan,,,1,FRAUD,Other Crime,,2022,Qtr 2,April,21,2022,Qtr 2,April,22,Thursday,1,1,11,6297,After 24H,40,1899-12-30 17:03:00,Evening,39,M,Blunt Object
30–44,,No,Kalyan,,,1,IDENTITY THEFT,Violent Crime,,2020,Qtr 4,November,6,2020,Qtr 4,December,6,Friday,1,1,11,660,After 24H,736,1899-12-30 21:47:00,Night,39,F,Knife
30–44,,No,Kalyan,,,1,ILLEGAL POSSESSION,Other Crime,,2022,Qtr 1,March,27,2022,Qtr 1,March,29,Sunday,1,1,16,6037,After 24H,64,1899-12-30 08:53:00,Morning,41,M,Knife
30–44,,No,Kalyan,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 3,July,20,2021,Qtr 3,July,21,Tuesday,1,1,2,3325,After 24H,46,1899-12-30 05:42:00,Morning,34,M,Explosives
30–44,,No,Kalyan,,,1,PUBLIC INTOXICATION,Other Crime,,2024,Qtr 2,June,30,2024,Qtr 2,June,29,Sunday,1,1,10,17371,Within 24H,-8,1899-12-30 05:17:00,Morning,33,F,Firearm
30–44,,No,Kalyan,,,1,ROBBERY,Violent Crime,,2020,Qtr 4,October,14,2020,Qtr 4,October,16,Wednesday,1,1,3,1187,After 24H,67,1899-12-30 18:16:00,Evening,37,F,Knife
30–44,,No,Kalyan,,,1,ROBBERY,Violent Crime,,2021,Qtr 4,November,7,2021,Qtr 4,November,7,Sunday,1,1,1,3216,Within 24H,8,1899-12-30 23:52:00,Night,30,F,Poison
30–44,,No,Kalyan,,,1,SEXUAL ASSAULT,Violent Crime,,2020,Qtr 2,April,5,2020,Qtr 2,May,5,Sunday,1,1,10,516,After 24H,729,1899-12-30 00:16:00,Night,39,F,Knife
30–44,,No,Kalyan,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2022,Qtr 1,January,15,2022,Qtr 1,January,18,Saturday,1,1,6,5230,After 24H,84,1899-12-30 19:29:00,Evening,35,F,Explosives
30–44,,No,Kalyan,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2022,Qtr 4,October,27,2022,Qtr 4,October,28,Thursday,1,1,19,8797,Within 24H,24,1899-12-30 20:41:00,Evening,38,M,None
30–44,,No,Kalyan,,,1,VEHICLE - STOLEN,Violent Crime,,2022,Qtr 1,February,26,2022,Qtr 1,February,26,Saturday,1,1,9,5671,Within 24H,13,1899-12-30 02:15:00,Night,31,M,Blunt Object
30–44,,No,Kalyan,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 4,October,25,2023,Qtr 4,October,24,Wednesday,1,1,7,13893,Within 24H,-15,1899-12-30 02:43:00,Night,31,F,Knife
30–44,,No,Kanpur,,,1,ASSAULT,Violent Crime,,2022,Qtr 2,June,3,2022,Qtr 3,July,3,Friday,1,1,9,5773,After 24H,729,1899-12-30 22:42:00,Night,34,F,Blunt Object
30–44,,No,Kanpur,,,1,ASSAULT,Violent Crime,,2022,Qtr 2,June,20,2022,Qtr 2,June,21,Monday,1,1,11,7014,After 24H,35,1899-12-30 20:44:00,Evening,44,M,Blunt Object
30–44,,No,Kanpur,,,1,ASSAULT,Violent Crime,,2023,Qtr 1,January,11,2023,Qtr 1,March,11,Wednesday,1,1,18,14037,After 24H,1434,1899-12-30 15:44:00,Afternoon,32,F,Poison
30–44,,No,Kanpur,,,1,ASSAULT,Violent Crime,,2023,Qtr 1,March,19,2023,Qtr 1,March,21,Sunday,1,1,10,10822,After 24H,64,1899-12-30 03:15:00,Night,41,M,Other
30–44,,No,Kanpur,,,1,COUNTERFEITING,Other Crime,,2020,Qtr 1,January,6,2020,Qtr 1,March,6,Monday,1,1,9,623,After 24H,1443,1899-12-30 14:28:00,Afternoon,41,M,Knife
30–44,,No,Kanpur,,,1,COUNTERFEITING,Other Crime,,2023,Qtr 2,April,16,2023,Qtr 2,April,17,Sunday,1,1,6,11205,After 24H,35,1899-12-30 19:30:00,Evening,36,M,Firearm
30–44,,No,Kanpur,,,1,COUNTERFEITING,Other Crime,,2024,Qtr 4,December,6,2024,Qtr 4,December,6,Friday,1,1,13,17124,Within 24H,15,1899-12-30 03:18:00,Night,44,M,Knife
30–44,,No,Kanpur,,,1,CYBERCRIME,Other Crime,,2023,Qtr 4,October,3,2023,Qtr 4,December,3,Tuesday,1,1,10,10702,After 24H,1479,1899-12-30 20:11:00,Evening,42,M,Blunt Object
30–44,,No,Kanpur,,,1,DOMESTIC VIOLENCE,Violent Crime,,2023,Qtr 1,March,15,2023,Qtr 1,March,18,Wednesday,1,1,6,10781,After 24H,73,1899-12-30 06:07:00,Morning,30,F,None
30–44,,No,Kanpur,,,1,DRUG OFFENSE,Other Crime,,2020,Qtr 4,December,5,2020,Qtr 2,May,14,Saturday,1,1,1,537,Within 24H,-4915,1899-12-30 17:06:00,Evening,42,M,Knife
30–44,,No,Kanpur,,,1,DRUG OFFENSE,Other Crime,,2021,Qtr 2,May,3,2021,Qtr 2,June,3,Monday,1,1,15,2143,After 24H,767,1899-12-30 23:53:00,Night,41,F,None
30–44,,No,Kanpur,,,1,DRUG OFFENSE,Other Crime,,2021,Qtr 2,May,9,2021,Qtr 2,June,9,Sunday,1,1,2,3811,After 24H,761,1899-12-30 02:14:00,Night,31,F,Blunt Object
30–44,,No,Kanpur,,,1,DRUG OFFENSE,Other Crime,,2022,Qtr 1,February,4,2022,Qtr 1,February,4,Friday,1,1,1,6075,Within 24H,5,1899-12-30 03:14:00,Night,31,M,Blunt Object
30–44,,No,Kanpur,,,1,DRUG OFFENSE,Other Crime,,2024,Qtr 2,June,5,2024,Qtr 3,July,5,Wednesday,1,1,8,16642,After 24H,733,1899-12-30 13:51:00,Afternoon,41,M,Poison
30–44,,No,Kanpur,,,1,EXTORTION,Other Crime,,2020,Qtr 1,January,29,2020,Qtr 1,January,30,Wednesday,1,1,6,123,After 24H,35,1899-12-30 03:24:00,Night,30,M,Knife
30–44,,No,Kanpur,,,1,FIREARM OFFENSE,Fire Accident,,2021,Qtr 4,October,9,2021,Qtr 4,December,9,Saturday,1,1,10,3861,After 24H,1467,1899-12-30 02:49:00,Night,40,F,Poison
30–44,,No,Kanpur,,,1,FIREARM OFFENSE,Fire Accident,,2023,Qtr 2,May,4,2023,Qtr 2,June,4,Thursday,1,1,3,11063,After 24H,753,1899-12-30 17:47:00,Evening,42,F,Firearm
30–44,,No,Kanpur,,,1,FRAUD,Other Crime,,2020,Qtr 1,January,4,2020,Qtr 1,January,4,Saturday,1,1,4,371,Within 24H,17,1899-12-30 20:48:00,Evening,34,F,Knife
30–44,,No,Kanpur,,,1,FRAUD,Other Crime,,2021,Qtr 1,March,9,2021,Qtr 2,April,9,Tuesday,1,1,13,3794,After 24H,763,1899-12-30 19:35:00,Evening,44,F,Knife
30–44,,No,Kanpur,,,1,FRAUD,Other Crime,,2022,Qtr 1,January,2,2022,Qtr 1,March,2,Sunday,1,1,17,5414,After 24H,1434,1899-12-30 16:36:00,Afternoon,31,M,Blunt Object
30–44,,No,Kanpur,,,1,FRAUD,Other Crime,,2022,Qtr 1,February,27,2022,Qtr 1,January,3,Sunday,1,1,9,5702,Within 24H,-1310,1899-12-30 03:49:00,Night,30,F,None
30–44,,No,Kanpur,,,1,FRAUD,Other Crime,,2023,Qtr 3,September,8,2023,Qtr 3,September,8,Friday,1,1,3,12827,Within 24H,11,1899-12-30 05:12:00,Morning,39,F,Poison
30–44,,No,Kanpur,,,1,HOMICIDE,Other Crime,,2022,Qtr 2,May,7,2022,Qtr 2,May,7,Saturday,1,1,13,7204,Within 24H,5,1899-12-30 17:46:00,Evening,35,F,None
30–44,,No,Kanpur,,,1,HOMICIDE,Other Crime,,2024,Qtr 1,March,28,2024,Qtr 1,March,29,Thursday,1,1,19,16101,After 24H,43,1899-12-30 10:42:00,Morning,42,F,Other
30–44,,No,Kanpur,,,1,HOMICIDE,Other Crime,,2024,Qtr 4,December,6,2024,Qtr 2,June,13,Friday,1,1,10,17140,Within 24H,-4204,1899-12-30 19:09:00,Evening,32,M,Explosives
30–44,,No,Kanpur,,,1,IDENTITY THEFT,Violent Crime,,2022,Qtr 3,August,31,2022,Qtr 1,January,9,Wednesday,1,1,12,8013,Within 24H,-5597,1899-12-30 03:23:00,Night,33,M,None
30–44,,No,Kanpur,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 3,September,5,2023,Qtr 3,August,5,Tuesday,1,1,5,11508,Within 24H,-725,1899-12-30 11:47:00,Morning,34,F,Other
30–44,,No,Kanpur,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 4,November,16,2023,Qtr 4,November,16,Thursday,1,1,16,14226,Within 24H,16,1899-12-30 12:52:00,Afternoon,41,F,Explosives
30–44,,No,Kanpur,,,1,KIDNAPPING,Other Crime,,2020,Qtr 1,February,16,2020,Qtr 1,February,16,Sunday,1,1,18,185,Within 24H,2,1899-12-30 05:38:00,Morning,36,M,Knife
30–44,,No,Kanpur,,,1,KIDNAPPING,Other Crime,,2021,Qtr 2,June,24,2021,Qtr 2,June,25,Thursday,1,1,18,3074,After 24H,40,1899-12-30 22:36:00,Night,40,F,Blunt Object
30–44,,No,Kanpur,,,1,KIDNAPPING,Other Crime,,2022,Qtr 4,December,10,2022,Qtr 4,December,10,Saturday,1,1,4,8571,Within 24H,19,1899-12-30 02:02:00,Night,37,M,Poison
30–44,,No,Kanpur,,,1,KIDNAPPING,Other Crime,,2023,Qtr 3,August,21,2023,Qtr 3,August,22,Monday,1,1,4,13004,Within 24H,24,1899-12-30 20:10:00,Evening,39,F,Other
30–44,,No,Kanpur,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,March,24,2021,Qtr 1,March,24,Wednesday,1,1,16,2273,Within 24H,12,1899-12-30 05:48:00,Morning,39,F,None
30–44,,No,Kanpur,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 2,May,7,2021,Qtr 3,August,7,Friday,1,1,17,3188,After 24H,2208,1899-12-30 18:35:00,Evening,44,F,Poison
30–44,,No,Kanpur,,,1,ROBBERY,Violent Crime,,2020,Qtr 3,August,11,2020,Qtr 3,September,11,Tuesday,1,1,6,1337,After 24H,755,1899-12-30 09:04:00,Morning,31,F,None
30–44,,No,Kanpur,,,1,ROBBERY,Violent Crime,,2022,Qtr 3,July,26,2022,Qtr 3,July,27,Tuesday,1,1,14,7533,After 24H,45,1899-12-30 18:18:00,Evening,44,M,Firearm
30–44,,No,Kanpur,,,1,ROBBERY,Violent Crime,,2023,Qtr 1,March,28,2023,Qtr 1,March,29,Tuesday,1,1,1,10944,After 24H,27,1899-12-30 10:17:00,Morning,31,M,Blunt Object
30–44,,No,Kanpur,,,1,SEXUAL ASSAULT,Violent Crime,,2022,Qtr 4,October,30,2022,Qtr 4,October,31,Sunday,1,1,3,8859,After 24H,45,1899-12-30 01:55:00,Night,34,M,Blunt Object
30–44,,No,Kanpur,,,1,SEXUAL ASSAULT,Violent Crime,,2023,Qtr 4,December,6,2023,Qtr 4,December,6,Wednesday,1,1,17,11999,Within 24H,23,1899-12-30 04:46:00,Night,30,F,Firearm
30–44,,No,Kanpur,,,1,SHOPLIFTING,Other Crime,,2021,Qtr 1,February,1,2021,Qtr 1,February,1,Monday,1,1,11,1668,Within 24H,22,1899-12-30 00:12:00,Night,42,F,None
30–44,,No,Kanpur,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2020,Qtr 2,May,29,2020,Qtr 2,May,30,Friday,1,1,17,608,After 24H,41,1899-12-30 16:29:00,Afternoon,40,M,Knife
30–44,,No,Kanpur,,,1,VANDALISM,Other Crime,,2020,Qtr 1,February,1,2020,Qtr 2,April,1,Saturday,1,1,14,8,After 24H,1461,1899-12-30 22:18:00,Night,34,F,Knife
30–44,,No,Kanpur,,,1,VEHICLE - STOLEN,Violent Crime,,2020,Qtr 1,January,29,2020,Qtr 1,January,29,Wednesday,1,1,12,116,Within 24H,14,1899-12-30 01:49:00,Night,40,F,Knife
30–44,,No,Kanpur,,,1,VEHICLE - STOLEN,Violent Crime,,2022,Qtr 2,June,18,2022,Qtr 2,June,19,Saturday,1,1,19,6986,After 24H,28,1899-12-30 05:31:00,Morning,35,F,Explosives
30–44,,No,Kanpur,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 1,February,22,2023,Qtr 1,February,24,Wednesday,1,1,10,10480,After 24H,56,1899-12-30 22:07:00,Night,37,M,Other
30–44,,No,Kanpur,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 1,March,17,2023,Qtr 1,March,20,Friday,1,1,15,10802,After 24H,73,1899-12-30 13:30:00,Afternoon,44,M,Poison
30–44,,No,Kanpur,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 3,July,10,2023,Qtr 3,August,10,Monday,1,1,13,13661,After 24H,746,1899-12-30 13:09:00,Afternoon,41,F,Other
30–44,,No,Kolkata,,,1,ARSON,Fire Accident,,2021,Qtr 2,May,14,2021,Qtr 2,May,16,Friday,1,1,17,2729,After 24H,51,1899-12-30 15:17:00,Afternoon,32,M,Poison
30–44,,No,Kolkata,,,1,ARSON,Fire Accident,,2021,Qtr 3,August,1,2021,Qtr 3,September,1,Sunday,1,1,15,1712,After 24H,752,1899-12-30 04:43:00,Night,44,F,Knife
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2020,Qtr 2,April,2,2020,Qtr 2,June,2,Thursday,1,1,8,156,After 24H,1481,1899-12-30 20:28:00,Evening,34,F,Knife
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2020,Qtr 4,October,16,2020,Qtr 4,October,18,Friday,1,1,18,1198,After 24H,61,1899-12-30 12:35:00,Afternoon,37,M,None
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2020,Qtr 4,December,23,2020,Qtr 4,December,23,Wednesday,1,1,9,1611,Within 24H,18,1899-12-30 20:42:00,Evening,31,F,None
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2020,Qtr 4,December,27,2020,Qtr 4,December,27,Sunday,1,1,16,1633,Within 24H,22,1899-12-30 10:56:00,Morning,34,M,None
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2022,Qtr 1,February,10,2022,Qtr 2,April,10,Thursday,1,1,2,8469,After 24H,1433,1899-12-30 17:38:00,Evening,31,M,None
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2022,Qtr 2,May,23,2022,Qtr 2,May,24,Monday,1,1,6,6654,After 24H,39,1899-12-30 11:01:00,Morning,32,M,Firearm
30–44,,No,Kolkata,,,1,ASSAULT,Violent Crime,,2022,Qtr 4,November,7,2022,Qtr 4,December,7,Monday,1,1,13,7301,After 24H,720,1899-12-30 03:59:00,Night,43,F,Firearm
